Date/Time	Run	TPN	Comment	SC1Mod4/ai0	VWT_Ps	VWT_Q	VWT_PREF	PSI8400_101	PSI8400_102	PSI8400_103	PSI8400_104	PSI8400_105	PSI8400_106	PSI8400_107	PSI8400_108	PSI8400_109	PSI8400_110	PSI8400_111	PSI8400_112	PSI8400_113	PSI8400_114	PSI8400_115	PSI8400_116	PSI8400_117	PSI8400_118	PSI8400_119	PSI8400_120	PSI8400_121	PSI8400_122	PSI8400_123	PSI8400_124	PSI8400_125	PSI8400_126	PSI8400_127	PSI8400_128	PSI8400_129	PSI8400_130	PSI8400_131	PSI8400_132	PSI8400_201	PSI8400_202	PSI8400_203	PSI8400_204	PSI8400_205	PSI8400_206	PSI8400_207	PSI8400_208	PSI8400_209	PSI8400_210	PSI8400_211	PSI8400_212	PSI8400_213	PSI8400_214	PSI8400_215	PSI8400_216	PSI8400_217	PSI8400_218	PSI8400_219	PSI8400_220	PSI8400_221	PSI8400_222	PSI8400_223	PSI8400_224	PSI8400_225	PSI8400_226	PSI8400_227	PSI8400_228	PSI8400_229	PSI8400_230	PSI8400_231	PSI8400_232	T0TS	QTS	PSTS	VTS	RN
				Deg F	PSIA	PSI	PSIA	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	PSI	DegR	PSF	PSFA	Ft/Sec	
08032017 14:06:52.952033	14	124	Windoff_DataCheck	81.695956	14.2723	-0.000079	14.2725	-0.000029	-0.000013	-0.000057	-0.000046	-0.000032	0.000002	0.000007	-0.00007	-0.000034	-0.000027	0.000022	-0.000005	0.000002	-0.000011	-0.000022	0.000058	0.000018	-0.000048	-0.00005	-0.000072	0.000085	0.000135	0.000054	0.000012	-0.000016	0.000002	0.000015	-0.000065	0.00008	0.000038	0.00012	-0.000041	0.000001	-0.000029	-0.00003	-0.000003	-0.000005	0.000001	0.000001	-0.00004	-0.000003	-0.000051	-0.000007	-0.000031	-0.000014	-0.000011	-0.000047	-0.000013	-0.000063	-0.000055	-0.000049	-0.000065	-0.000016	0.000022	0	0.000021	-0.000006	-0.000012	-0.000073	-0.00002	0.000008	-0.000028	-0.000055	-0.000044	541.365956	-0.01078	2055.2112	NaN	NaN
08032017 14:08:42.952033	14	126	Windoff_DataCheck	81.180282	14.27244	-0.000077	14.27266	-0.000028	-0.000006	-0.000031	-0.000084	-0.000055	-0.000035	0.000007	-0.000165	-0.000006	-0.00002	0.000057	-0.000006	0.000039	-0.000071	-0.000072	0.000021	0.000026	-0.000076	-0.00009	-0.000171	0.000124	0.000136	0.000061	-0.000015	-0.000019	0.000004	0.000037	-0.000112	0.000095	0.000054	0.00013	-0.000105	-0.000013	-0.000024	-0.000044	-0.00001	0.000016	-0.00001	-0.000029	-0.000088	0.000015	-0.000088	-0.00001	-0.000048	-0.000022	-0.000063	-0.00011	-0.000034	-0.000113	-0.000071	-0.00009	-0.000123	-0.000028	-0.000024	-0.000017	0.000011	-0.000009	-0.000051	-0.000113	-0.000056	-0.000038	-0.000089	-0.000124	-0.000102	540.850282	-0.010534	2055.23136	NaN	NaN
08032017 14:10:29.952033	14	127	Windoff_DataCheck	81.191174	14.27262	-0.000069	14.27296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	540.861174	-0.009467	2055.25728	NaN	NaN
08042017 11:38:21.172037	15	128	Station3_270deg_windoff_5sec	77.537282	14.2267	-0.000073	14.22696	-0.000177	-0.00007	-0.000267	-0.000445	-0.000188	-0.000223	-0.000037	-0.000407	-0.000102	-0.00013	0.108573	-0.000034	0.000111	-0.000247	-0.000186	-0.000211	-0.000031	-0.000346	-0.000335	-0.000491	0.000233	0.000128	0.00005	-0.000214	-0.000032	-0.00008	-0.00001	-0.000233	0.000141	0.000015	0.000043	-0.000223	-0.000148	-0.000089	-0.000175	-0.00009	0.000063	-0.000139	0.000003	-0.000194	-0.000086	-0.000277	-0.000165	-0.000201	-0.000006	-0.000057	-0.000251	-0.000013	-0.000106	-0.000063	-0.000166	-0.000259	0.000052	0.000008	-0.000004	0.00002	0.108342	-0.000085	-0.000229	-0.000105	-0.000072	-0.000122	-0.000253	-0.000181	537.207282	-0.010014	2048.6448	NaN	NaN
08042017 11:44:06.172037	15	129	Station3_270deg_50fps_5sec	76.763541	14.2237	0.02047	14.21606	0.007891	-0.011448	0.007897	-0.011584	0.007624	-0.011372	0.007639	-0.011588	0.007705	-0.011373	0.118457	0.000017	0.008099	-0.011457	0.007983	-0.011311	0.007689	-0.011453	0.007302	-0.011619	0.007968	-0.011116	0.007673	-0.011304	0.00782	-0.011246	0.007897	-0.011442	0.007788	-0.011217	0.007883	-0.01141	0.007532	-0.011242	0.007404	-0.011249	0.007454	-0.011289	0.000018	-0.000089	0.0074	-0.011397	0.007589	-0.011412	0.000007	-0.000028	-0.000154	0.000007	-0.000035	-0.000025	-0.000095	-0.000111	0.000047	0.000032	0.000024	0.00004	0.118313	-0.000021	-0.000069	-0.000049	-0.000018	-0.000043	-0.000138	-0.000085	536.433541	2.800296	2048.2128	50.164227	295316.2077
08042017 11:44:24.172037	15	130	Station3_270deg_50fps_10sec	76.823898	14.22349	0.020349	14.21572	0.007961	-0.011437	0.007861	-0.011493	0.007489	-0.011304	0.00765	-0.011523	0.007742	-0.011315	0.117866	0.000034	0.008129	-0.011387	0.008132	-0.011265	0.007839	-0.01142	0.007583	-0.01153	0.007978	-0.011083	0.007664	-0.011239	0.007905	-0.011191	0.008074	-0.011396	0.007867	-0.011183	0.008003	-0.011337	0.007566	-0.011211	0.007615	-0.011231	0.007666	-0.011279	0.00003	-0.000076	0.007546	-0.011359	0.007666	-0.011377	0.000031	0.000008	-0.000125	0.000009	-0.000034	-0.000019	-0.000094	-0.000086	0.00004	0.000044	0.000032	0.000029	0.117739	0.000004	-0.00004	-0.000035	-0.000021	-0.000034	-0.000099	-0.000073	536.493898	2.783771	2048.18256	50.019231	294424.4656
08042017 11:44:45.172037	15	131	Station3_270deg_50fps_15sec	76.852232	14.222847	0.019024	14.215433	0.007815	-0.011341	0.007824	-0.011356	0.00763	-0.011198	0.007636	-0.011383	0.007628	-0.011236	0.116959	0.00003	0.007971	-0.011275	0.008015	-0.011162	0.007674	-0.011301	0.007438	-0.0114	0.007918	-0.011021	0.007535	-0.011146	0.007708	-0.011112	0.007881	-0.011274	0.007681	-0.0111	0.007709	-0.011234	0.00736	-0.011109	0.007244	-0.011126	0.007219	-0.011164	0.000036	-0.000035	0.007142	-0.011235	0.007342	-0.011267	0.000022	0.000017	-0.000082	0.000018	-0.000012	-0.000007	-0.000066	-0.000045	0.000048	0.000051	0.000045	0.000036	0.116869	0.000018	-0.000004	-0.000011	0.000007	-0.000005	-0.000045	-0.000038	536.522232	2.60252	2048.08992	48.366435	284660.6346
08042017 11:45:13.172037	15	132	Station3_270deg_50fps_20sec	76.882991	14.222975	0.017208	14.21548	0.00806	-0.011193	0.008083	-0.011162	0.007856	-0.011022	0.007871	-0.011161	0.007882	-0.011074	0.115893	0.000043	0.008168	-0.011085	0.008257	-0.010979	0.007917	-0.011131	0.007716	-0.011189	0.008022	-0.010871	0.007683	-0.010972	0.007877	-0.010938	0.007955	-0.011081	0.007859	-0.010936	0.007937	-0.011044	0.007558	-0.010954	0.007475	-0.010958	0.00761	-0.011001	0.000034	-0.000001	0.007575	-0.011054	0.007675	-0.011091	0.000029	0.000038	-0.000039	0.000027	0.000008	-0.000007	-0.000039	0.000005	0.000053	0.000064	0.000061	0.000044	0.11583	0.000042	0.000033	0.000017	0.000015	0.000022	0.000005	-0.000001	536.552991	2.354034	2048.1084	46.001441	270719.003
08042017 11:45:43.172037	15	133	Station3_270deg_50fps_25sec	76.917069	14.223356	0.0202	14.215896	0.008098	-0.011195	0.008099	-0.011108	0.007885	-0.011007	0.007874	-0.011119	0.007857	-0.011083	0.11338	0.00004	0.008137	-0.011049	0.008265	-0.010966	0.007929	-0.011098	0.007761	-0.011118	0.008014	-0.010915	0.007719	-0.01097	0.007845	-0.010968	0.007942	-0.011063	0.00781	-0.010969	0.007906	-0.011019	0.007652	-0.010984	0.007604	-0.01097	0.007566	-0.010992	0.000046	0.000043	0.007433	-0.011027	0.007543	-0.011079	0.000028	0.000058	0.000012	0.00002	0.000032	0.000014	-0.000006	0.000056	0.000038	0.000061	0.000063	0.00004	0.113358	0.000059	0.00008	0.00004	0.000039	0.000052	0.000074	0.000043	536.587069	2.76342	2048.163264	49.840699	293319.051
08042017 11:46:23.172037	15	134	Station3_270deg_50fps_30sec	77.18653	14.223993	0.02059	14.21635	0.00814	-0.011293	0.008167	-0.011134	0.007943	-0.011074	0.007874	-0.011133	0.007896	-0.011163	0.110974	0.000032	0.008153	-0.011092	0.008323	-0.011023	0.007942	-0.011163	0.00781	-0.011118	0.00795	-0.011032	0.007679	-0.011036	0.007887	-0.011047	0.007979	-0.011102	0.007808	-0.011064	0.007937	-0.01106	0.0078	-0.011074	0.007741	-0.01104	0.007578	-0.011058	0.000048	0.000092	0.007492	-0.011053	0.007644	-0.011138	0.000026	0.000084	0.00008	0.000025	0.000064	0.000025	0.000024	0.00012	0.000032	0.000072	0.000069	0.000036	0.11101	0.000087	0.000139	0.000075	0.000058	0.000092	0.000154	0.000092	536.85653	2.816707	2048.25504	50.330264	296066.9972
08042017 11:49:58.172037	16	135	Station3_270deg_140fps_5sec	81.206072	14.2115	0.153333	14.15772	0.054269	-0.089661	0.054068	-0.088857	0.052845	-0.088607	0.05213	-0.088229	0.052464	-0.088425	0.165325	0.000171	0.053815	-0.088183	0.055391	-0.088093	0.052999	-0.088397	0.053786	-0.088276	0.053265	-0.089313	0.051793	-0.088557	0.053823	-0.088527	0.053846	-0.088253	0.052712	-0.088538	0.052281	-0.087979	0.05148	-0.088288	0.050665	-0.088253	0.050415	-0.088142	0.000091	0.000366	0.050894	-0.088218	0.05224	-0.088716	0.000068	0.00028	0.000446	-0.000008	0.000176	0.000061	0.00017	0.000432	0	0.000132	0.000122	0.000023	0.165671	0.000223	0.00041	0.000209	0.000103	0.000251	0.000576	0.000347	540.876072	20.9759	2046.456	137.746167	805598.3055
08042017 11:50:12.172037	16	136	Station3_270deg_140fps_10sec	81.858704	14.21193	0.152417	14.158	0.053906	-0.08948	0.053612	-0.08859	0.052547	-0.088427	0.052134	-0.088028	0.052462	-0.088298	0.165661	0.000164	0.05395	-0.087997	0.055499	-0.087946	0.052933	-0.088237	0.053961	-0.088044	0.052941	-0.089181	0.051759	-0.08836	0.053704	-0.088387	0.05371	-0.088088	0.052666	-0.088447	0.05203	-0.087823	0.051766	-0.088197	0.051026	-0.088148	0.050636	-0.088049	0.000024	0.000361	0.05089	-0.088111	0.05206	-0.088641	0.000017	0.000253	0.000472	-0.000022	0.000201	0.000062	0.000202	0.00047	-0.000032	0.000118	0.000127	0.000016	0.166073	0.000249	0.000468	0.00022	0.000111	0.000287	0.000643	0.000398	541.528704	20.850646	2046.51792	137.416242	802710.4325
08042017 11:50:33.172037	16	137	Station3_270deg_140fps_15sec	82.397445	14.209693	0.153311	14.156993	0.05401	-0.089495	0.053658	-0.088511	0.05248	-0.088423	0.051891	-0.087965	0.052298	-0.088321	0.16771	0.000105	0.05354	-0.087946	0.055067	-0.087956	0.052627	-0.088223	0.053742	-0.087974	0.052534	-0.089295	0.05153	-0.088421	0.05339	-0.088448	0.053246	-0.088077	0.052542	-0.088512	0.052076	-0.087803	0.051477	-0.08827	0.050331	-0.0882	0.050203	-0.088071	0.00004	0.000414	0.050556	-0.088086	0.051699	-0.08862	0.000034	0.000287	0.000545	-0.000023	0.000216	0.000045	0.00022	0.000521	-0.000044	0.000109	0.000103	-0.000016	0.168192	0.00024	0.000497	0.00024	0.000128	0.000316	0.000717	0.000444	542.067445	20.973009	2046.19584	137.897053	804605.9153
08042017 11:51:16.172037	16	138	Station3_270deg_140fps_20sec	83.291961	14.209505	0.152313	14.15705	0.053981	-0.089241	0.053704	-0.088153	0.052722	-0.088161	0.052095	-0.087552	0.052382	-0.088054	0.169742	0.000065	0.053481	-0.087582	0.055242	-0.087697	0.052684	-0.087967	0.053763	-0.087541	0.05243	-0.089134	0.051361	-0.088167	0.053354	-0.088233	0.05327	-0.087736	0.052359	-0.088306	0.05189	-0.087464	0.051507	-0.088093	0.050157	-0.087979	0.049967	-0.087818	0.000052	0.000497	0.050419	-0.087798	0.051753	-0.08835	0.000012	0.00031	0.00064	-0.000027	0.00026	0.000065	0.000275	0.000612	-0.000068	0.000123	0.000124	-0.00001	0.170329	0.000283	0.000565	0.000301	0.000163	0.000382	0.000848	0.000527	542.961961	20.836473	2046.16872	137.563038	801308.8165
08042017 11:51:48.172037	16	139	Station3_270deg_140fps_25sec	83.788569	14.209708	0.151592	14.1564	0.053867	-0.088942	0.053471	-0.08783	0.052577	-0.087914	0.051984	-0.087232	0.052387	-0.087813	0.17208	0.000066	0.053567	-0.08729	0.055388	-0.087486	0.052681	-0.087726	0.053836	-0.087223	0.052397	-0.08897	0.05146	-0.087952	0.053398	-0.088043	0.053169	-0.087462	0.05235	-0.08812	0.051912	-0.087208	0.051605	-0.087944	0.050124	-0.087799	0.049842	-0.087629	0.000097	0.000583	0.050392	-0.087586	0.051873	-0.088161	0.000046	0.000372	0.00074	0.000016	0.000334	0.000113	0.000354	0.000695	-0.000037	0.000164	0.000166	0.000029	0.172733	0.000341	0.000634	0.000363	0.000219	0.000458	0.000962	0.000605	543.458569	20.73772	2046.197952	137.299377	799042.5528
08042017 11:52:23.172037	16	140	Station3_270deg_140fps_30sec	84.189068	14.21052	0.152231	14.156913	0.053987	-0.088944	0.053649	-0.087779	0.05272	-0.087913	0.05204	-0.087068	0.052378	-0.087783	0.17348	0.000087	0.053502	-0.087194	0.05545	-0.087442	0.052613	-0.087718	0.053802	-0.08707	0.052424	-0.088964	0.051357	-0.087902	0.053454	-0.088012	0.053182	-0.087349	0.052385	-0.088093	0.051745	-0.08709	0.051569	-0.087923	0.050394	-0.087738	0.050038	-0.087544	0.000113	0.000638	0.050463	-0.087473	0.051844	-0.088052	0.00006	0.000419	0.000818	0.000035	0.000387	0.000142	0.000407	0.000758	-0.000037	0.000176	0.000178	0.000049	0.174174	0.000398	0.000694	0.00042	0.00025	0.000508	0.001046	0.000662	543.859068	20.825155	2046.31488	137.634445	800458.053
08042017 12:20:34.172037	17	141	Station3_270deg_50fps_5sec	78.145589	14.22102	0.020306	14.21298	0.007824	-0.011364	0.007645	-0.011629	0.007752	-0.011343	0.007842	-0.011412	0.007734	-0.011363	0.123761	-0.000058	0.00829	-0.011273	0.008093	-0.01127	0.007812	-0.011538	0.007428	-0.011607	0.008119	-0.010973	0.007594	-0.0113	0.007869	-0.011266	0.007931	-0.011319	0.007908	-0.011171	0.00779	-0.011278	0.007666	-0.011228	0.007524	-0.011167	0.007357	-0.011159	0.000029	-0.000052	0.007098	-0.011259	0.007384	-0.011305	0.000006	-0.000004	-0.000069	-0.000029	-0.000003	-0.000029	-0.000061	-0.000125	0.000032	0.000005	-0.000005	-0.000002	0.123571	-0.00001	-0.000079	-0.000051	-0.000013	-0.000026	-0.000051	-0.00005	537.815589	2.777833	2047.82688	50.031736	293723.0981
08042017 12:21:09.172037	17	142	Station3_270deg_50fps_10sec	78.140568	14.2203	0.020329	14.21269	0.007997	-0.011334	0.007836	-0.011526	0.007872	-0.011254	0.007882	-0.011313	0.007793	-0.011285	0.121821	-0.000027	0.008281	-0.011167	0.008296	-0.011182	0.007938	-0.011445	0.00762	-0.011464	0.008227	-0.010927	0.007792	-0.011209	0.008007	-0.011187	0.008057	-0.011232	0.008006	-0.0111	0.007953	-0.011177	0.00779	-0.011154	0.007679	-0.011103	0.007601	-0.011089	0.000067	0.00002	0.007434	-0.011158	0.007594	-0.011213	0.000042	0.000047	0.000005	0.000014	0.000059	0.000013	0	-0.000036	0.000056	0.000048	0.000047	0.000033	0.121662	0.000042	-0.000013	0.000021	0.000037	0.000043	0.000049	0.000022	537.810568	2.78098	2047.7232	50.061085	293883.3976
08042017 12:21:36.172037	17	143	Station3_270deg_50fps_15sec	78.16786	14.219967	0.018883	14.212367	0.007986	-0.011275	0.007856	-0.011437	0.007873	-0.011175	0.007833	-0.011191	0.007749	-0.011234	0.120282	-0.000008	0.008192	-0.011083	0.008246	-0.011097	0.007876	-0.011352	0.007584	-0.011345	0.008107	-0.010871	0.007683	-0.011113	0.00787	-0.011116	0.007919	-0.011123	0.007927	-0.011022	0.007854	-0.011077	0.007694	-0.011081	0.007564	-0.011008	0.007487	-0.01099	0.00008	0.000051	0.007423	-0.011055	0.007619	-0.011122	0.000051	0.000069	0.000048	0.000033	0.000088	0.00003	0.000027	0.00001	0.000066	0.000062	0.000056	0.000045	0.120149	0.000066	0.000033	0.000039	0.000058	0.000068	0.000094	0.000044	537.83786	2.583185	2047.6752	48.250433	283225.1481
08042017 12:22:04.172037	17	144	Station3_270deg_50fps_20sec	78.223161	14.220555	0.020373	14.2128	0.008159	-0.011143	0.008027	-0.011222	0.008026	-0.011004	0.007965	-0.011009	0.007879	-0.011079	0.11697	-0.000008	0.008291	-0.010907	0.008404	-0.010923	0.007999	-0.01117	0.007734	-0.011133	0.0082	-0.010758	0.007764	-0.010956	0.007942	-0.010983	0.007971	-0.010971	0.007964	-0.010916	0.007896	-0.010919	0.007764	-0.010961	0.007725	-0.010894	0.007625	-0.010869	0.000068	0.00008	0.007556	-0.010906	0.007711	-0.010988	0.000044	0.000082	0.000075	0.000023	0.000098	0.000026	0.00004	0.000049	0.00005	0.00006	0.000056	0.000036	0.116867	0.000079	0.000078	0.000053	0.000067	0.000084	0.000143	0.000078	537.893161	2.787074	2047.75992	50.119286	294185.4135
08042017 12:22:35.172037	17	145	Station3_270deg_50fps_30sec	78.30476	14.22036	0.019899	14.21278	0.007945	-0.011504	0.007837	-0.011483	0.007882	-0.011313	0.007756	-0.011282	0.007686	-0.011428	0.113896	-0.000024	0.008046	-0.011204	0.008184	-0.011233	0.007765	-0.011475	0.007587	-0.011382	0.007907	-0.01115	0.00752	-0.01128	0.007732	-0.011329	0.007726	-0.011286	0.007744	-0.011293	0.007709	-0.011221	0.007608	-0.011331	0.007516	-0.011245	0.007359	-0.011215	0.00006	0.000102	0.007297	-0.011215	0.007498	-0.011321	0.000022	0.000085	0.000115	0.000007	0.000104	0.000017	0.000052	0.000087	0.000018	0.000046	0.00004	0.000012	0.113859	0.000077	0.000107	0.000061	0.000062	0.0001	0.000188	0.000095	537.97476	2.722179	2047.73184	49.536669	290714.9017
08042017 12:25:33.172037	18	146	Station3_270deg_140fps_5sec	81.922216	14.2059	0.152549	14.15308	0.053419	-0.08934	0.053116	-0.088603	0.051939	-0.088299	0.05193	-0.087851	0.052358	-0.088175	0.172207	0.000087	0.053894	-0.087753	0.054832	-0.087748	0.052934	-0.088167	0.054113	-0.087988	0.052546	-0.088848	0.051362	-0.088155	0.053035	-0.088172	0.053182	-0.087816	0.052406	-0.088152	0.052251	-0.087578	0.051237	-0.087957	0.049606	-0.087876	0.049579	-0.087767	0.000005	0.00034	0.050294	-0.087844	0.051566	-0.088353	-0.00001	0.000198	0.000436	-0.000031	0.000201	0.000037	0.000168	0.000381	-0.000056	0.000066	0.000065	-0.00002	0.172509	0.000239	0.0004	0.000182	0.000109	0.000232	0.000573	0.000335	541.592216	20.868731	2045.6496	137.512803	802842.5186
08042017 12:25:52.172037	18	147	Station3_270deg_140fps_10sec	82.657525	14.20791	0.152196	14.15381	0.054066	-0.089249	0.053507	-0.088425	0.053	-0.088163	0.052915	-0.08769	0.052616	-0.088064	0.171998	0.000126	0.05376	-0.087621	0.055566	-0.087654	0.052675	-0.088044	0.053867	-0.087818	0.05324	-0.088865	0.05198	-0.088122	0.053217	-0.088164	0.053247	-0.087767	0.052867	-0.088159	0.052377	-0.087475	0.051822	-0.087924	0.050368	-0.087844	0.050078	-0.087689	0.000116	0.000471	0.050731	-0.087736	0.051884	-0.08827	0.000098	0.000337	0.000604	0.000056	0.000318	0.00013	0.000316	0.000549	0.000047	0.000195	0.000191	0.000085	0.172391	0.000354	0.000561	0.000328	0.00024	0.000391	0.000788	0.000509	542.327525	20.820413	2045.93904	137.437495	801422.5759
08042017 12:26:17.172037	18	148	Station3_270deg_140fps_15sec	83.226607	14.207627	0.152751	14.15364	0.054015	-0.08909	0.054013	-0.088201	0.052693	-0.087995	0.051908	-0.08744	0.052362	-0.087928	0.172754	0.000091	0.053619	-0.087419	0.055382	-0.087506	0.052633	-0.087875	0.053712	-0.087538	0.052726	-0.088779	0.051574	-0.087998	0.053131	-0.088073	0.053095	-0.087615	0.052147	-0.088113	0.051521	-0.08734	0.050694	-0.087909	0.049769	-0.087796	0.04991	-0.087641	0.000074	0.00048	0.050413	-0.087662	0.052211	-0.088229	0.000023	0.000278	0.000579	-0.000022	0.000293	0.000098	0.00029	0.000551	-0.000053	0.000095	0.000095	-0.000015	0.173206	0.000301	0.000541	0.000289	0.000149	0.000324	0.000757	0.000451	542.896607	20.896346	2045.89824	137.760751	802458.0104
08042017 12:26:45.172037	18	149	Station3_270deg_140fps_20sec	83.868469	14.20819	0.152003	14.15406	0.053888	-0.08904	0.053514	-0.088069	0.052565	-0.08797	0.051696	-0.087346	0.052361	-0.08792	0.173934	0.000072	0.053752	-0.087333	0.055469	-0.087501	0.052904	-0.087847	0.053959	-0.087426	0.052786	-0.088823	0.05148	-0.087966	0.05348	-0.088053	0.053498	-0.087502	0.052346	-0.088088	0.051932	-0.087238	0.051255	-0.08792	0.05044	-0.087775	0.050309	-0.087597	0.000043	0.00048	0.050785	-0.087586	0.052151	-0.088145	0.000011	0.000286	0.000629	-0.000049	0.000285	0.000063	0.000303	0.000581	-0.000072	0.000108	0.000107	-0.000026	0.174453	0.000274	0.000544	0.000278	0.000147	0.000367	0.000841	0.000522	543.538469	20.793983	2045.97936	137.502394	800027.4616
08042017 12:27:18.172037	18	150	Station3_270deg_140fps_30sec	84.25165	14.205907	0.151573	14.15267	0.053439	-0.08901	0.052984	-0.087993	0.052247	-0.087941	0.051536	-0.087184	0.052118	-0.087864	0.17663	0.000013	0.053276	-0.087214	0.055216	-0.087446	0.052449	-0.087821	0.053559	-0.087256	0.052059	-0.088828	0.051022	-0.087929	0.053095	-0.088025	0.052929	-0.087388	0.051924	-0.08806	0.051381	-0.087133	0.051302	-0.087917	0.04969	-0.087742	0.049602	-0.087537	0.000072	0.000542	0.050168	-0.087501	0.051506	-0.088068	0.000035	0.000348	0.00072	-0.00003	0.000336	0.000093	0.000348	0.000665	-0.000043	0.000128	0.000121	-0.000019	0.177211	0.000309	0.000597	0.000342	0.000206	0.000443	0.000955	0.000586	543.92165	20.73515	2045.65056	137.367696	798546.177
08042017 12:31:44.172037	18	151	Station3_270deg_140fps_30sec	82.757466	14.2063	0.152579	14.152877	0.053783	-0.089131	0.052896	-0.08871	0.05253	-0.08863	0.051993	-0.087555	0.052371	-0.088214	0.186413	-0.000015	0.053794	-0.087732	0.055357	-0.088104	0.052678	-0.088548	0.053363	-0.087955	0.052733	-0.089122	0.051609	-0.088493	0.05344	-0.088486	0.053016	-0.087736	0.05275	-0.08829	0.051816	-0.08746	0.051679	-0.088208	0.050421	-0.087936	0.050309	-0.087715	0.000189	0.000559	0.050572	-0.087783	0.051772	-0.088319	0.000131	0.000402	0.000732	0.000097	0.000413	0.000177	0.000401	0.000495	0.000076	0.000194	0.000208	0.000127	0.186725	0.000358	0.000428	0.00036	0.000272	0.000454	0.000898	0.000573	542.427466	20.872739	2045.7072	137.630045	802312.6813
08042017 13:24:56.172037	19	152	Station2.5_0deg_windoff_5sec	77.243016	14.22242	-0.00009	14.22254	-0.000278	-0.000149	-0.000314	-0.000641	-0.000288	-0.000287	-0.000084	-0.00066	-0.000159	-0.000211	0.114396	0.000031	0.000127	-0.000445	-0.000338	-0.000304	-0.000074	-0.000407	-0.000447	-0.000737	0.000287	0.000171	0.000006	-0.000317	-0.000115	-0.000088	0.000046	-0.000384	0.00012	0.000019	0.000089	-0.000375	-0.000303	-0.000122	-0.000211	-0.000193	0.000077	-0.000321	0.000038	-0.00033	-0.000144	-0.000534	-0.000317	-0.00038	0.000012	-0.000125	-0.000447	-0.000001	-0.000184	-0.000063	-0.000254	-0.000422	0.000117	0.000028	0	0.000062	0.114097	-0.000145	-0.00038	-0.000198	-0.00011	-0.000224	-0.000508	-0.000329	536.913016	-0.012367	2048.02848	NaN	NaN
08042017 13:26:46.172037	19	153	Station2.5_0deg_50fps_5sec	77.296862	14.21994	0.020614	14.2116	0.007977	-0.011137	0.007892	-0.011565	0.007926	-0.011157	0.007916	-0.011608	0.008007	-0.011092	0.126984	0.000042	0.008302	-0.011386	0.007862	-0.011152	0.007906	-0.011278	0.007701	-0.011723	0.008635	-0.010773	0.008026	-0.011241	0.007744	-0.011062	0.00804	-0.011447	0.008139	-0.011044	0.007953	-0.011456	0.007404	-0.01115	0.007351	-0.011237	0.007716	-0.011396	0.000015	-0.000357	0.007811	-0.011639	0.007139	-0.011524	0.000002	-0.000144	-0.000489	-0.000022	-0.000213	-0.000079	-0.000287	-0.000436	0.000107	0	-0.000025	0.000037	0.126684	-0.000155	-0.000377	-0.000217	-0.000129	-0.000258	-0.00053	-0.00035	536.966862	2.820023	2047.67136	50.372211	296168.6147
08042017 13:27:08.172037	19	154	Station2.5_0deg_50fps_10sec	77.433216	14.21873	0.020249	14.21091	0.007768	-0.011134	0.007775	-0.011487	0.007765	-0.011106	0.007735	-0.011567	0.007861	-0.011058	0.126896	0.000101	0.008166	-0.01133	0.0077	-0.011097	0.007778	-0.011206	0.007646	-0.011624	0.008461	-0.010743	0.007817	-0.01119	0.007606	-0.011009	0.007965	-0.011386	0.008116	-0.011001	0.007954	-0.011395	0.007438	-0.011099	0.007332	-0.011199	0.007601	-0.011374	0.000067	-0.000303	0.007581	-0.011584	0.006761	-0.011468	0.000043	-0.000103	-0.000436	0.000016	-0.000168	-0.000042	-0.000238	-0.000372	0.000133	0.000045	0.000022	0.000075	0.126618	-0.000108	-0.000306	-0.000176	-0.000094	-0.000206	-0.000475	-0.000302	537.103216	2.770036	2047.49712	49.932411	293481.2215
